Title,Content,Number of Words,Category,Date Published,Link
"
      Kids under 6 were increasingly treated for illicit substance ingestion after Covid-19’s start, study says
    ","The outbreak of Covid-19 presented many dangers for children, and a new study suggests increased illicit substance ingestions were among them. In the first month of the pandemic in 2020, a 25% increase in overall ingestions occurred among children under 6 years old in the United States, according to the study published Friday in JAMA Network Open. Those numbers grew by 1.8% more per month than they did before the pandemic, the study said. “The immediate and sustained increase in opioids ingestions occurred during the largest ever rise in adult overdose deaths, largely driven by synthetic opioids,” said lead study author Dr. Brittany Raffa, a clinical instructor in pediatrics at the University of North Carolina at Chapel Hill and a National Research Service Award primary care research fellow. The study looked at data from 7,659 children under age 6 who were treated for ingestion of amphetamines, benzodiazepines, cannabis, cocaine, ethanol and opioids across 46 children’s hospitals, the study said. “This is an important study, with a clear indication of the ongoing and elevated risk of drug and alcohol ingestions for young children in the US,” said Dr. James Dodington, associate professor of pediatrics and emergency medicine at Yale School of Medicine. Dodington was not involved in the study. More research would be needed to know why ingestions by children went up, but the study stressed a need to identify interventions around parental mental health, offer substance treatment services,  provide accessible childcare and educate adults about storing substances. “Families were left without adequate child supervision with most childcare centers and schools closed or virtual (during the early part of the pandemic),” Raffa said in an email. “As overall stress and parental substance use increased, substance use treatment centers and mental health care were disrupted.” Dodington said, “Notably, the cannabis and opioid ingestion elevations are stark, and this study points to the need to develop more comprehensive childhood ingestion prevention strategies.” Those ingestions that rose in children were similar to substances that appear to have increased in usage by adults in the pandemic, although some research has differing information on drug use trends, said Dr. Danielle Ompad, professor of epidemiology at New York University. Ompad was not involved in the study. The results could be skewed if health care providers were on the lookout for ingestions, Dodington added. “Given the increase in opioid and cannabis use across the US, healthcare providers may be testing more often for children, and we may be detecting a greater number of ingestions,” he said in an email. As concerning as these ingestions can be, Ompad noted that there’s not any information on where or how they happened — so, the public should not be quick to blame parents or caregivers. There was no association between medicinal or recreational cannabis legalization and the rate of cannabis ingestion encounters, according to the study. Ingesting drugs and alcohol are particularly dangerous for young children, Dodington said. When it comes to edible marijuana products, a single snack could have several times the recommended adult dose of THC, Dr. Brian Johnston, an executive committee member of the American Academy of Pediatrics’ Council on Injury, Violence and Poisoning Prevention, said in a 2021 CNN article. THC, or tetrahydrocannabinol, is the main psychoactive compound in cannabis that produces the high sensation. “Anyone who eats one of these products — especially a child — can experience overdose effects such as intoxication, altered perception, anxiety, panic, paranoia, dizziness, weakness, slurred speech, poor coordination, or even breathing and heart problems,” said Johnston, who was not involved in this week’s study. Researchers and policymakers need to take action to prevent ingestions and educate and support parents and guardians about the risks to children, Dodington said. And along with mental health and addiction interventions, education efforts should focus on safe storage — especially of edibles, he said. Ideally, people living with or visited by children should not store drugs at home or in a place where youngsters have access to, Ompad said. If you do use drugs and store them at home, make sure they are locked up when children are around and are in a childproof-container or safe, she added. “This is particularly true for cannabis edibles or any other drug that looks like food or sweets — they are tempting to kids,” Ompad said. ",718,health,2023-04-21,https://www.cnn.com/2023/04/21/health/kids-illicit-substances-wellness/index.html
"
      How to exercise when you have a chronic condition or a disability
    ","Many people struggle to maintain a regular workout regimen. Add in a disability, chronic condition or injury, and it can be even more challenging to incorporate exercise into a weekly routine. Yet it’s important to do so. Adults with disabilities are three times more likely to develop serious health conditions such as heart disease, stroke, diabetes and cancer than those without disabilities, according to the US Centers for Disease Control and Prevention. While the impact of these health conditions can be lessened or possibly even avoided with regular aerobic exercise, nearly half of adults ages 18 to 64 with a disability are not engaging in any, the CDC says. “Regular exercise can provide many benefits for people with disabilities, including improved overall health, increased strength and endurance, better mobility, and improved mental health,” said Lalitha McSorley, owner and lead physical therapist at Brentwood Physiotherapy Clinic in Calgary, Alberta. Regular exercise can also help manage the symptoms associated with some disabilities. For example, exercise can reduce the pain and stiffness that often accompanies arthritis, and it can improve cognitive function in people with cognitive issues, she said. Additionally, a consistent workout routine can boost self-esteem and provide valuable socialization and community engagement. In 2020, the World Health Organization released the first global public health guidelines regarding physical activity for those with disabilities and chronic conditions, including diabetes, hypertension and cancer. These guidelines are the same as the US Physical Activity Guidelines for Americans for all adults: Every week you should do at least 150 to 300 minutes of moderate-intensity aerobic exercise, 75 to 150 minutes of vigorous-intensity aerobic physical activity or an equal combination of both. In addition, you should perform muscle-strengthening activities two or more days per week. Which types of exercise are appropriate and helpful will depend upon your specific health situation. In general, some good options are swimming, walking, water aerobics, cycling and seated workouts, said Bishnu Pada Das, a certified personal trainer based in Kolkata, India. Examples of seated workouts include using a hand cycle and performing chair exercises with or without weights. Chair exercises can be as simple as power punches in which you punch your arms in front of you in an alternating fashion, Das said, or alternating kicks, which involve holding your chair for support, then alternating leg kicks. Even torso rotations are beneficial, twisting from side to side and using your arms to help with the rotations. Activities such as water aerobics and pool running are favored by Dr. Heather Swain, a physical therapist at Ally Total Physical Therapy in Toledo, Ohio. “The reduced gravity with aquatic exercise helps people to be more mobile,” Swain said. “It can be empowering to see your body move and accomplish movements you couldn’t outside of the water.” The hydrostatic pressure of the water also helps enhance blood flow and reduces inflammation. If you don’t have easy access to a pool, Swain considers yoga a great, and often underrated, option. Yoga can help maintain flexibility and balance, no matter your skill level, which reduces your risk of injury, she said. In addition, the breath work involved benefits pelvic health, back pain, cognitive function and mental health. Those with joint issues may benefit more from isometric exercises in which you tighten a certain muscle or muscle groups. Think exercises such as planks, squats and wall sits. Isometric exercises help maintain muscle strength while preventing further muscle deterioration. If you have lower-body issues or are unsteady on your feet, chair aerobics are a good choice. Using rapid, repetitive motions, such as doing bicep curls or marching in place, chair aerobics workouts can loosen stiff joints while boosting your heart rate. Adding in dumbbells or resistance bands incorporates strength training, too. Performing chair yoga, or even stretching throughout the day, aids in flexibility and can help reduce the pain and muscle pressure that can come when you sit for long periods of time. No matter what form of exercise you decide on, several factors can help ensure your success. Schedule your workouts for the time of day you tend to feel best, said certified personal trainer Kelly Borowiec, founder of Keebs Fitness in Saratoga, California. It also helps to make sure you’re as comfortable as possible while exercising. “If you struggle with arthritis, increase the room temperature where you’ll be exercising,” said Borowiec, who has extensive experience working with clients who have disabilities or long-term injuries. “Set goals, too, as having a physical disability doesn’t mean you can’t make progress. And focus on what you can do, rather than what you can’t do.” Swain agreed. “It can be easy to focus on your limitations,” she said. “Exercising can remind you of what your body can do, and can give you a sense of empowerment and accomplishment that is valuable to your self-efficacy.” ",802,health,2023-04-21,https://www.cnn.com/2023/04/21/health/how-to-modify-workout-disability-wellness/index.html
"
      Australia unveils biggest defense overhaul in decades with wary eye on China
    ","Australia has unveiled a radical shakeup of its defense spending billed as the most significant review of its military preparedness since World War II, shifting its emphasis onto long-range strike capabilities and building munitions at home. Launching the Defense Strategic Review in Canberra, Prime Minister Anthony Albanese said his government’s strategy was designed to make Australia more self reliant, more prepared and more secure. “We cannot fall back on old assumptions. We must build and strengthen our security by seeking to shape the future rather than waiting for the future to shape us,” Albanese said. The review examined billions of dollars committed by the previous government and reassessed their value against perceived threats, including from an increasingly muscular China under leader Xi Jinping. Though the unclassified version of the report didn’t include confidential assessments of specific threats, it noted that Australia’s largest defense ally, the United States, is “no longer the unipolar leader of the Indo-Pacific”. “China’s assertion of sovereignty over the South China Sea threatens the global rules-based order in the Indo-Pacific in a way that adversely impacts Australia’s national interests,” the review said. The highest level of strategic risk that Australia now faces is the prospect of a major conflict in the region, the review added, suggesting a strategy of greater self-sufficiency combined with stronger relationships with its allies and key powers in the region, including Japan and India. For decades, Australia’s remoteness fostered the assumption that any attack would come with a 10-hour warning. Now, countries are able to “project combat power” through assaults on supply routes and cyber warfare, the review said. “The rise of the ‘missile age’ in modern warfare… has radically reduced Australia’s geographic benefits (and) the comfort of distance,” the report said. Additionally, the Covid-19 pandemic had exposed Australia’s vulnerability to global supply chains, Albanese told reporters, meaning it was necessary for the country to become more self-sufficient. “We need to have greater control over our national sovereignty. So not only is manufacturing things in Australia, good for jobs and good for our economy, there’s also a national security issue,” he said. Defense Minister Richard Marles said the defense posture that had served Australia well for decades was “no longer fit for purpose” and the review recasts the mission of the Australian Defence Force (ADF). Its new redefined purpose is to defend the nation, project power to its northern approaches, and to maintain the global rules based order with its allies, Marles said. The review recommended Australia adopt a “strategy of denial,” defined as “a defensive approach designed to stop an adversary from succeeding in its goal to coerce states through force, or the threatened use of force, to achieve dominance.” To that end, the review recommended six priorities starting with developing a nuclear powered submarine program, previously announced under the AUKUS deal with the United States and the United Kingdom. It also recommends speeding up the acquisition of long-range strike missiles and manufacturing munitions within Australia. The country also wants to improve its defense cooperation with regional neighbors, particularly in the Pacific. Technical requirements include the need to upgrade the F-35A Joint Strike Fighter and F/A-18F Super Hornet aircraft to operate long-range anti-ship missile systems. An urgent recruitment campaign is also needed to boost the ADF workforce, including the numbers of workers in shipyards to expand the submarine force. The shuffling of priorities means funding for some programs will be cut. For example, plans to purchase 450 Infantry Fighting Vehicles have been slashed to just 129. The money saved will be spent on more HIMARS rocket systems, which have been used to deadly effect in Ukraine, and landing crafts, to give the army greater mobility. The Infantry Fighting Vehicles were to have been sourced from either Hanwha Defense Australia and Rheinmetall Defence Australia, the two shortlisted tenders that are Australian arms of South Korean and German companies. The government has already held talks with the governments of those countries, said Defense Industry Minister Pat Conroy. “An infantry fighting vehicle capability is an important part of a modern Australian army. But we also need the capacity to deploy them and that’s why we’re investing in landing craft medium and heavy and investing in a generational change in long range strike for the Australian Army as well,” Conroy said. Previous shifts in Australia’s defense procurement plans have angered allies, particularly France, which fumed over the former government’s cancellation of a 90 billion dollar ($60 billion) submarine deal in favor of the AUKUS program. This government has vowed to be more nimble in making decisions about defence projects, streamlining those that are considered more strategically important. The review pointed to the need for the Australian government to “abandon its pursuit of the perfect solution.” “The pursuit of the perfect has often been done at the expense of time. There is an opportunity cost and a capability cost associated with that. So we need to rebalance that,” said Marles. ",823,australia,2023-04-23,https://www.cnn.com/2023/04/23/australia/australia-defense-strategic-review-intl-hnk/index.html
"
      Another cheetah has died after relocation to India, the second in less than a month
    ","A cheetah from Africa has died two months after being reintroduced to India as part of an intercontinental effort to revive the big cat in the country, the second animal from the program to have passed away in less than a month. India’s wildlife department said the male, called Uday, died at the Kuno National Park on Sunday in central Madhya Pradesh state, according to CNN’s affliate News18. The cause of death was not immediately known and authorities will perform a post-mortem to find out more, the outlet reported. Uday – who was named by Indian citizens in a contest – was among 20 cheetahs airlifted to India over the past few months from Africa. The Indian government’s ultimate plan is to introduce 50 big cats over the next five years. The news of the deceased 6-year-old cheetah came just three weeks after his fellow feline, Sasha, died from a kidney infection. Uday was one of 12 cheetahs flown across the ocean from South Africa in February. Sasha hails from another group of eight sent from Namibia in September last year. South African veterinarian Adrian Tordiffe, who helped coordinate the move earlier, said experts were investigating various possibilities and awaiting tests for further confirmation. “At this stage, it appears to be a rare random cause that is unlikely to pose any risk to the other cheetahs,” he said, adding that possible causes could range from severe botulism to a snake bite. Laurie Marker, founder of the Namibia-based Cheetah Conservation Fund (CCF), which also helped with transferring the animals, said re-establishing a population is very difficult. “Losses are to be expected and for unexpected reasons,” he said. “We are looking at populations which individuals are a part of and we all care about these individuals, but we also have to think of the big picture.” While two cheetahs have died since being reintroduced, the overall population has nonetheless grown. In late March, the country welcomed four newborn cheetahs for the first time since the species disappeared from India more than 70 years ago. Cheetahs were declared extinct in India in 1952, but the Ministry of Environment, Forest and Climate Change hopes they’ll be able to bring the species back. The animals chosen were selected “based on an assessment of health, wild disposition, hunting skills, and ability to contribute genetics that will result in a strong founder population,” according to CCF’s earlier statement. The cheetahs were first sent to a quarantine enclosure before being moved to acclimatization zones and eventually released into the park’s hunting enclosures. Cheetahs are found in southern and eastern Africa, particularly in Namibia, Botswana, Kenya, and Tanzania, with less than 7,000 left in the wild, according to the World Wide Fund (WWF). ",454,asia,2023-04-24,https://www.cnn.com/2023/04/24/asia/second-cheetah-death-india-intl-hnk/index.html
"
      Residents in South Florida condo building have until Tuesday to evacuate after building deemed unsafe
    ","Residents of a South Florida condo building have been ordered to evacuate by Tuesday after the building was deemed unsafe during its 60-year building recertification. During an inspection on April 14, a building engineer found the Majestic Isle condominium building in North Bay Village had sagging floors and termite damage and deemed it structurally unsafe. A recent leak from a roof drain caused a partial ceiling collapse last week and residents from five units had already been evacuated, according to a release from the city. The Majestic Isle building was built in 1960 and has 36 units with about 55 residents, the release said. “It’s the first time we’ve ever had a situation like this in North Bay Village,” said Mayor Brent Latham. “Everyone is working very, very hard to respond and lend a helping hand in this crisis situation for some of our neighbors,” he said late Thursday. Latham said he is working with Miami-Dade County officials and hotels to provide temporary housing for the residents. Residents will be allowed back inside their units at a later date for a complete move-out, according to the release. Officials are collecting donations through The Miami Foundation to help the displaced. “We’re just doing everything we can for our residents. We do have a lot of families that are in difficult situations,” said Latham. North Bay Village, located on land in Biscayne Bay between Miami and Miami Beach, is about four miles from Surfside. Ninety-eight people died in 2021 when the Champlain Towers South condo building partially collapsed in the middle of the night in Surfside. ",264,us,2023-04-21,https://www.cnn.com/2023/04/21/us/florida-condo-building-deemed-unsafe/index.html
"
      Alabama early education secretary resigns as Gov. Ivey decries ‘woke’ resource book
    ","The head of early childhood education in Alabama has been ousted after Gov. Kay Ivey learned of “woke concepts” in a resource book for pre-K teachers, officials said. Barbara Cooper, secretary of the Alabama Department of Early Childhood Education (ADECE), resigned after Ivey asked her to stop the use of the book, according to a Friday news release from Ivey’s office. The governor made the decision to “have a change in leadership” in the department. The release says the manual argues that there are “larger systemic forces that perpetuate systems of White privilege” and that “the United States is built on systemic and structural racism.” Also included, according to Ivey’s office, is the need for four-year-olds to understand that “LGBTQIA+ need to hear and see messages that promote equality, dignity and worth.” CNN has reached out to Cooper for comment. Ivey’s office said it learned earlier this month that the resource book has content “that is simply not in line with what the Ivey Administration or the people of Alabama stand for or believe.” Her office said the book is the fourth edition of “Developmentally Appropriate Practice in Early Childhood Programs.” The work is put out by the National Association for the Education of Young Children (NAEYC), of which Cooper is a member. The NAEYC website says the book meets the challenges of the ever-changing nature of education. “With a strong focus on equity and teaching and supporting all children, it underscores the importance of social, cultural, and historical contexts of development.” In a statement to CNN after Cooper’s resignation, the NAEYC said the book has been a foundation for early-childhood education for nearly four decades. “While not a curriculum, it is a responsive, educator-developed, educator-informed, and research-based resource that has been honed over multiple generations to support teachers in helping all children thrive and reach their full potential,” the association said. CNN has not reviewed a copy of the training book. Gov. Ivey, in a statement, said the education of Alabama children is her top priority. “There is absolutely no room to distract or take away from this mission. Let me be crystal clear: Woke concepts that have zero to do with a proper education and that are divisive at the core have no place in Alabama classrooms at any age level, let alone with our youngest learners. We want our children to be focused on the fundamentals, such as reading and math.” Ivey appointed Cooper in 2020. The governor did give some praise to the educator, saying she was a champion for computer science education and helped put more focus on students in lower-performing parts of the state. Dr. Jan Hume has been appointed to serve as interim secretary of the department. ",454,us,2023-04-22,https://www.cnn.com/2023/04/22/us/alabama-early-childhood-education-secretary-resigns/index.html
"
      8 people, including 12-year-old girl, wounded in back-to-back shootings in Washington, DC, authorities say
    ","Eight people, including a 12-year-old girl, were injured in two back-to-back shootings in Washington, DC on Friday night – incidents that police are investigating as being connected. Around 10:00 p.m. ET, Metropolitan Police Department officers responded to sounds of gunshots in the district’s southwestern quadrant, officials said. When they arrived, police found seven men with non-life-threatening gunshot wounds. Most of the wounded took themselves to a local hospital, according to police. While investigating the shooting, police received a call about a second incident nearby. When officers arrived, they discovered a 12-year-old girl who had been shot. According to police, the girl is stable condition and her injuries were also non-life-threatening. Multiple shell casings were found at both scenes and police are asking for the community’s help in looking for a black sedan, “possibly a Mercedes,” that witnesses saw driving through the area, “indiscriminately” firing at people at the first shooting scene, police said. Authorities said they were still investigating what led to the second shooting. “We are investigating the scenes as being connected,” said Andre Wright, an assistant chief at the department. “It’s possible that they are not. However, given the locations, and the proximity of the event, I find it likely that the two scenes are connected.” Police are asking anyone with information to contact them. ",217,us,2023-04-22,https://www.cnn.com/2023/04/22/us/washington-dc-shooting/index.html
"
      Guns belonging to Las Vegas massacre shooter destroyed, property sold with proceeds to be divided among victims’ families
    ","The estate of Stephen Paddock, the gambler who carried out the deadliest mass shooting in modern US history, has been sold off by court order and the proceeds will be evenly divided among the loved ones of the victims he killed in Las Vegas in 2017, an attorney for the victims said. From his hotel room overlooking the Route 91 Harvest Festival, Paddock opened fire, killing dozens of innocent victims and wounding hundreds more. “This is absolute relief. We wanted to ensure that the families received small token of reparation from Paddock,” Las Vegas attorney Alice Denton told CNN of the final order being granted in court on Thursday, bringing to a close the six-year process of settling debts and selling assets. Most of the $1.4 million generated from Paddock’s estate was from properties in Henderson, Reno, and Mesquite, Nevada. After accounting and real estate fees, about $1.3 million will be evenly split among the survivors of 61 victims, according to a petition filed in Clark County District Court. That equates to approximately $21,300 each. Funds will be disbursed in the next four to six weeks, Denton said. Paddock’s heir – his mother – waived her rights to inherit anything from her son, as noted in a court filing reassigning her rights to the estates of the victims. CNN previously reported 58 people died in the shooting. Denton said two more died later, but she could not comment on the final victim of the 61 named in the petition. The official list of victims’ names remains under seal. In 2019, an anonymous donor gave $62,500 to cover the estimated value of Paddock’s weapons on the condition they be demolished. Of the 49 guns Paddock owned, 13 have been retained by the FBI and the rest were destroyed, said Denton, who shepherded the case pro bono. Keeping the guns out of the community was an important factor for Denton, who estimates that it cost her small firm about $200,000 in fees. “If we saved one life it was worth it,” she said. “This has been a case that we took on based on love and affection for our community,” Denton said. “It was a labor of love to ensure we live in a better, safer environment.” ",375,us,2023-04-21,https://www.cnn.com/2023/04/21/us/las-vegas-2017-shooting-stephen-paddock/index.html
"
      Kentucky law allows guns used in shootings to be auctioned. The family of the Louisville bank shooter wants to stop that
    ","The firearm a 25-year-old man used this month to shoot and kill five of his colleagues at a bank in Kentucky is expected at some point to go up for auction – a practice set by a state law the shooter’s family and Louisville’s mayor say they want changed. The statute, in place since 2016, states that certain confiscated guns not retained for official use “shall be sold at public auction,” with some proceeds going to public safety programs. The law governs the inevitable future of weapons that live on long after anyone they were used against might have perished. And in a nation where infamous shootings rack up by the week, it sets a clear process for the firearms’ fate – in contrast with other cases, like the five-figure donation that ensured the 2017 Las Vegas shooter’s arsenal would be destroyed or the controversial private auction for the gun used to kill Trayvon Martin in Florida. Still, the family of the Louisville gunman – who was shot dead by police responding to the attack – “was aghast to learn Kentucky law mandated the assault rifle used in the horrific event … be sold to the highest bidder at public auction,” they said in a statement. And despite the law, they’re taking steps to see that the AR-15-style rifle – the weapon of choice of many US mass shooters – is legally destroyed, they said. Meantime, Louisville’s Democratic mayor, a day after carnage unfolded during a staff meeting at the Old National Bank branch, also decried the gun-auction protocol – and called for it to change. “Think about that: that murder weapon will be back on the streets one day,” Craig Greenberg said at a news conference. “It’s time to change this law and let us destroy illegal guns and destroy the guns that have been used to kill our friends and kill our neighbors.” Just six days before the April 10 massacre in Louisville, Connor Sturgeon went to a local gun dealership and legally bought the AR-15-style rifle he’d use to slaughter his coworkers, police have said. This past Monday, the US Bureau of Alcohol, Tobacco, Firearms and Explosives took possession of the assault rifle – the first step in ensuring its legal destruction – said Sturgeon’s family, adding it’s also working with the Louisville Metro Police Department to see the weapon is finished. “This tragedy is yet another indication that meaningful, common sense gun safety measures must be enacted,” the family said in its statement, adding, “We respectfully urge the Kentucky state legislature to lead the way by changing Kentucky law to remove the gun auction provision.” The call for change is not about politics but “life and death,” said Greenberg, who also demanded from federal and state lawmakers “the autonomy to deal with (Louisville’s) unique gun violence epidemic.” “The laws we have now are enabling violence and murder,” Greenberg said, slamming the state law that requires law enforcement to put seized firearms up for auction to federally licensed firearms dealers with an appropriate  license. “We have to take action now. We need short-term action to end this gun violence epidemic now so fewer people die on our streets and in our banks, in our schools,” the mayor said. “I don’t care about finger-pointing. I don’t care about blame. I don’t care about politics. I’m only interested in working together with our state legislators to take meaningful action to save lives to prevent more tragic injuries and more death.” Gun enthusiasts have described Kentucky as “one of the most gun-friendly states east of the Mississippi,” while gun violence prevention groups like Everytown for Gun Safety have billed its laws as “among the worst in the country.” Kentucky also is home to some of the highest firearm death rates in the country, the latest statistics from the US Centers for Disease Control and Prevention show. Experts attribute gun violence across the state to relaxed laws in obtaining firearms and the absence of any training requirements to handle a legally purchased gun. “Universal background checks are nonexistent, so you can buy a gun from a stranger and there’s no record of the sale, making it almost impossible for law enforcement to trace these weapons if they’re ever used in a crime,” said CNN contributor Jennifer Mascia, founding staffer at The Trace, a nonprofit focused on gun violence. While the Louisville shooter’s rifle remains in limbo, the case recalls the fate of other weapons used or owned by notorious American gunmen – and the ethical questions that cropped up as what would happen to their firearms was considered. gAn anonymous donor in 2019 gave $62,500 to ensure guns owned by the man who shot and killed 58 concertgoers in 2017 in Las Vegas were destroyed, said Alice Denton, the attorney for the special administrator of gunman Stephen Paddock’s estate. The collection as a whole was appraised at about $62,300. “The question becomes: If we liquidate these guns and sell these guns, which is required as part of the special administrator’s duty, we will be perpetuating the violence that actually caused the death of those individuals?” Denton told CNN in 2019. All of Paddock’s property has since been sold and all of his guns destroyed or taken out of circulation by the FBI after a federal judge in 2022 ordered the agency to destroy the majority of the firearms, the Las Vegas Review-Journal reported. Separately, the man acquitted of second-degree murder in the 2012 shooting death of Trayvon Martin auctioned the firearm he used to kill the 17-year-old. George Zimmerman got his Kel Tec 9 pistol back after he was cleared of the charge. Zimmerman auctioned what he called “a piece of American history” on the United Gun Group auction site, with a final bidder possibly offering $138,900 for the firearm, according to the auction host site. The 9mm pistol carried a suggested price of $356.36 on the manufacturer’s website. Whether the bid won is unclear, as two auctions ran simultaneously, one for pre-qualified bidders and one for the general public, according to United Gun Group. ",1014,us,2023-04-21,https://www.cnn.com/2023/04/21/us/kentucky-law-mass-shootings-guns-auction/index.html
"
      World Cup security guard dies after ‘fall’ while on duty at the Lusail Stadium
    ","A Kenyan security guard who reportedly fell while on duty at Qatar’s Lusail Stadium has died in hospital, his family and officials have confirmed to CNN. His employer had notified the migrant worker’s family on Saturday that 24-year-old John Njau Kibue had fallen from the 8th floor of the stadium while on duty, his sister Ann Wanjiru said. “We don’t have the money to get justice for him, but we want to know what happened,” she told CNN. A medical certificate obtained by CNN shows he was admitted at the Intensive Care Unit (ICU) at Hamad General Hospital in Doha. The document says Kibue had a “severe head injury, facial fractures and pelvic fractures.” In a statement, the organizers of the World Cup – the Supreme Committee for Delivery and Legacy – announced Kibue’s death. “We regret to announce that, despite the efforts of his medical team, he sadly passed away in hospital on Tuesday 13 December, after being in the intensive care unit for three days,” the statement added. “His next of kin have been informed. We send our sincere condolences to his family, colleagues and friends during this difficult time.” Earlier this week, the committee announced that Kibue suffered a serious fall while on duty. “Qatar’s tournament organisers are investigating the circumstances leading to the fall as a matter of urgency and will provide further information pending the outcome of the investigation, ” it said in its statement. “We will also ensure that his family receive all outstanding dues and monies owed.” He had been unconscious since Saturday and was connected to a machine to help him breathe, his medical records showed. A family member was informed on Monday morning of his death. But the security guard’s family says his Qatari employer, Al Sraiya Security Services, has not explained how he fell or any of the circumstances surrounding his death. “We want justice. We want to know what caused his death. They have never sent us a picture to show where he fell from or given us any other information,” his sister Wanjiru told CNN. CNN has contacted Al Sraiya Security Services for comment after the guard’s death and is yet to receive a response. In a statement to CNN, the Kenyan embassy in Qatar said it was aware of the matter and “undertaking necessary consular assistance whilst awaiting official communication from Qatar’s Supreme Committee and competent authorities.” The guard’s family says he moved to Qatar last November for a contract with Al Sraiya Security Services. A WhatsApp message seen by CNN was sent to his colleagues at other World Cup stadiums soliciting for contributions. “He came here to support his family back home but by bad luck his dreams came to an end today,” it reads in part. “Let’s do something for our beloved comrade.” He is the second migrant worker reported dead since the tournament began in the Gulf nation after another was reportedly killed in an accident at a resort used by Saudi Arabia during the group stages. ",503,football,2022-12-14,https://www.cnn.com/2022/12/14/football/world-cup-security-guard-dies-after-fall-spt-intl/index.html
